"Date","Value"
"11-09-2006","4.5739"
"12-09-2006","4.6157"
"13-09-2006","4.5757"
"14-09-2006","4.5782"
"15-09-2006","4.5813"
"18-09-2006","4.6536"
"19-09-2006","4.624"
"20-09-2006","4.6072"
"21-09-2006","4.5811"
"22-09-2006","4.5001"
"25-09-2006","4.4607"
"26-09-2006","4.4662"
"27-09-2006","4.4781"
"28-09-2006","4.4964"
"29-09-2006","4.5267"
"02-10-2006","4.5351"
"03-10-2006","4.5591"
"04-10-2006","4.5332"
"05-10-2006","4.5251"
"06-10-2006","4.5684"
"09-10-2006","4.5631"
"10-10-2006","4.6156"
"11-10-2006","4.6188"
"12-10-2006","4.6238"
"13-10-2006","4.6519"
"16-10-2006","4.6502"
"17-10-2006","4.6362"
"18-10-2006","4.6523"
"19-10-2006","4.6697"
"20-10-2006","4.694"
"23-10-2006","4.7044"
"24-10-2006","4.7062"
"25-10-2006","4.7035"
"26-10-2006","4.6624"
"27-10-2006","4.5956"
"30-10-2006","4.5609"
"31-10-2006","4.5111"
"01-11-2006","4.5111"
"02-11-2006","4.5526"
"03-11-2006","4.5111"
"06-11-2006","4.6048"
"07-11-2006","4.5454"
"08-11-2006","4.5683"
"09-11-2006","4.5409"
"10-11-2006","4.519"
"13-11-2006","4.5593"
"14-11-2006","4.5334"
"15-11-2006","4.5568"
"16-11-2006","4.5698"
"17-11-2006","4.5601"
"20-11-2006","4.535"
"21-11-2006","4.5466"
"22-11-2006","4.5515"
"23-11-2006","4.5736"
"24-11-2006","4.5257"
"27-11-2006","4.5649"
"28-11-2006","4.5287"
"29-11-2006","4.5343"
"30-11-2006","4.5024"
"01-12-2006","4.4588"
"04-12-2006","4.4604"
"05-12-2006","4.4906"
"06-12-2006","4.4916"
"07-12-2006","4.5156"
"08-12-2006","4.5417"
"11-12-2006","4.5833"
"12-12-2006","4.6049"
"13-12-2006","4.6233"
"14-12-2006","4.6746"
"15-12-2006","4.6706"
"18-12-2006","4.519"
"19-12-2006","4.7231"
"20-12-2006","4.7007"
"21-12-2006","4.7148"
"22-12-2006","4.7188"
"27-12-2006","4.7727"
"28-12-2006","4.7765"
"29-12-2006","4.7293"
"02-01-2007","4.7469"
"03-01-2007","4.7771"
"04-01-2007","4.7612"
"05-01-2007","4.7901"
"08-01-2007","4.7769"
"09-01-2007","4.7884"
"10-01-2007","4.796"
"11-01-2007","4.8417"
"12-01-2007","4.8915"
"15-01-2007","4.8869"
"16-01-2007","4.8742"
"17-01-2007","4.8833"
"18-01-2007","4.8959"
"19-01-2007","4.894"
"22-01-2007","4.8774"
"23-01-2007","4.8874"
"24-01-2007","4.9007"
"25-01-2007","4.9517"
"26-01-2007","4.9708"
"29-01-2007","4.9978"
"30-01-2007","4.9747"
"31-01-2007","4.9633"
"01-02-2007","4.9919"
"02-02-2007","4.9875"
"05-02-2007","4.9735"
"06-02-2007","4.9718"
"07-02-2007","4.9472"
"08-02-2007","4.9054"
"09-02-2007","4.8915"
"12-02-2007","4.9697"
"13-02-2007","4.9427"
"14-02-2007","4.9378"
"15-02-2007","4.8318"
"16-02-2007","4.8401"
"19-02-2007","4.8563"
"20-02-2007","4.8734"
"21-02-2007","4.849"
"22-02-2007","4.899"
"23-02-2007","4.8539"
"26-02-2007","4.8259"
"27-02-2007","4.7889"
"28-02-2007","4.7825"
"01-03-2007","4.7744"
"02-03-2007","4.7637"
"05-03-2007","4.7401"
"06-03-2007","4.7533"
"07-03-2007","4.7555"
"08-03-2007","4.7607"
"09-03-2007","4.8041"
"12-03-2007","4.7963"
"13-03-2007","4.7561"
"14-03-2007","4.7243"
"15-03-2007","4.7702"
"16-03-2007","4.7744"
"19-03-2007","4.8052"
"20-03-2007","4.8232"
"21-03-2007","4.8218"
"22-03-2007","4.8539"
"23-03-2007","4.8913"
"26-03-2007","4.898"
"27-03-2007","4.9316"
"28-03-2007","4.9203"
"29-03-2007","4.9481"
"30-03-2007","4.9613"
"02-04-2007","4.9703"
"03-04-2007","5.0162"
"04-04-2007","4.985"
"05-04-2007","4.9913"
"10-04-2007","5.0123"
"11-04-2007","5.0156"
"12-04-2007","5.0511"
"13-04-2007","5.0985"
"16-04-2007","5.0726"
"17-04-2007","5.0829"
"18-04-2007","5.0375"
"19-04-2007","5.0606"
"20-04-2007","5.0606"
"23-04-2007","5.0476"
"24-04-2007","5.0503"
"25-04-2007","5.0521"
"26-04-2007","5.085"
"27-04-2007","5.1082"
"30-04-2007","5.036"
"01-05-2007","5.0612"
"02-05-2007","5.0957"
"03-05-2007","5.1297"
"04-05-2007","5.1059"
"08-05-2007","5.0843"
"09-05-2007","5.0801"
"10-05-2007","5.1002"
"11-05-2007","5.0773"
"14-05-2007","5.1276"
"15-05-2007","5.1312"
"16-05-2007","5.0843"
"17-05-2007","5.1463"
"18-05-2007","5.1576"
"21-05-2007","5.1666"
"22-05-2007","5.1602"
"23-05-2007","5.2149"
"24-05-2007","5.1983"
"25-05-2007","5.2242"
"29-05-2007","5.2274"
"30-05-2007","5.2391"
"31-05-2007","5.2501"
"01-06-2007","5.2873"
"04-06-2007","5.2896"
"05-06-2007","5.3154"
"06-06-2007","5.2766"
"07-06-2007","5.3515"
"08-06-2007","5.3953"
"11-06-2007","5.3875"
"12-06-2007","5.4462"
"13-06-2007","5.4788"
"14-06-2007","5.4755"
"15-06-2007","5.4854"
"18-06-2007","5.4968"
"19-06-2007","5.4744"
"20-06-2007","5.5091"
"21-06-2007","5.517"
"22-06-2007","5.5367"
"25-06-2007","5.5005"
"26-06-2007","5.4826"
"27-06-2007","5.4389"
"28-06-2007","5.4474"
"29-06-2007","5.4814"
"02-07-2007","5.434"
"03-07-2007","5.4783"
"04-07-2007","5.509"
"05-07-2007","5.5323"
"06-07-2007","5.562"
"09-07-2007","5.5654"
"10-07-2007","5.4616"
"11-07-2007","5.4594"
"12-07-2007","5.4804"
"13-07-2007","5.5141"
"16-07-2007","5.4807"
"17-07-2007","5.5049"
"18-07-2007","5.4319"
"19-07-2007","5.4285"
"20-07-2007","5.3267"
"23-07-2007","5.3348"
"24-07-2007","5.3286"
"25-07-2007","5.2987"
"26-07-2007","5.2331"
"27-07-2007","5.2132"
"30-07-2007","5.1792"
"31-07-2007","5.2268"
"01-08-2007","5.2169"
"02-08-2007","5.2499"
"03-08-2007","5.1983"
"06-08-2007","5.2066"
"07-08-2007","5.2152"
"08-08-2007","5.3068"
"09-08-2007","5.2674"
"10-08-2007","5.2371"
"13-08-2007","5.2449"
"14-08-2007","5.1883"
"15-08-2007","5.1424"
"16-08-2007","5.1083"
"17-08-2007","5.1017"
"20-08-2007","5.0955"
"21-08-2007","5.033"
"22-08-2007","5.1245"
"23-08-2007","5.0935"
"24-08-2007","5.1055"
"28-08-2007","5.0791"
"29-08-2007","5.0303"
"30-08-2007","5.0233"
"31-08-2007","5.0302"
"03-09-2007","5.0722"
"04-09-2007","5.0794"
"05-09-2007","5.0345"
"06-09-2007","5.0155"
"07-09-2007","4.9468"
"10-09-2007","4.8989"
"11-09-2007","4.9062"
"12-09-2007","4.9049"
"13-09-2007","4.9287"
"14-09-2007","4.8731"
"17-09-2007","4.8577"
"18-09-2007","4.9499"
"19-09-2007","4.9941"
"20-09-2007","5.0353"
"21-09-2007","5.0883"
"24-09-2007","5.0779"
"25-09-2007","5.0335"
"26-09-2007","5.0663"
"27-09-2007","5.0726"
"28-09-2007","5.0194"
"01-10-2007","5.0023"
"02-10-2007","4.976"
"03-10-2007","4.9806"
"04-10-2007","4.9548"
"05-10-2007","4.9636"
"08-10-2007","4.9622"
"09-10-2007","4.9027"
"10-10-2007","4.9883"
"11-10-2007","5.026"
"12-10-2007","5.0853"
"15-10-2007","5.0948"
"16-10-2007","5.0829"
"17-10-2007","5.0398"
"18-10-2007","4.9823"
"19-10-2007","4.9043"
"22-10-2007","4.8881"
"23-10-2007","4.9042"
"24-10-2007","4.8541"
"25-10-2007","4.8672"
"26-10-2007","4.8716"
"29-10-2007","4.8653"
"30-10-2007","4.8868"
"31-10-2007","4.9424"
"01-11-2007","4.9325"
"02-11-2007","4.8755"
"05-11-2007","4.8742"
"06-11-2007","4.8844"
"07-11-2007","4.8457"
"08-11-2007","4.802"
"09-11-2007","4.7551"
"12-11-2007","4.7751"
"13-11-2007","4.7695"
"14-11-2007","4.7605"
"15-11-2007","4.7035"
"16-11-2007","4.6609"
"19-11-2007","4.6397"
"20-11-2007","4.6572"
"21-11-2007","4.6024"
"22-11-2007","4.5669"
"23-11-2007","4.6169"
"26-11-2007","4.6031"
"27-11-2007","4.6314"
"28-11-2007","4.7182"
"29-11-2007","4.6203"
"30-11-2007","4.6842"
"03-12-2007","4.6347"
"04-12-2007","4.5804"
"05-12-2007","4.5439"
"06-12-2007","4.6057"
"07-12-2007","4.6979"
"10-12-2007","4.7559"
"11-12-2007","4.7229"
"12-12-2007","4.8598"
"13-12-2007","4.8183"
"14-12-2007","4.8434"
"17-12-2007","4.8038"
"18-12-2007","4.8001"
"19-12-2007","4.7328"
"20-12-2007","4.6306"
"21-12-2007","4.6835"
"24-12-2007","4.6355"
"27-12-2007","4.6759"
"28-12-2007","4.5996"
"31-12-2007","4.5551"
"02-01-2008","4.4966"
"03-01-2008","4.5025"
"04-01-2008","4.4581"
"07-01-2008","4.4608"
"08-01-2008","4.5015"
"09-01-2008","4.4471"
"10-01-2008","4.4471"
"11-01-2008","4.4727"
"14-01-2008","4.4606"
"15-01-2008","4.4394"
"16-01-2008","4.4209"
"17-01-2008","4.4534"
"18-01-2008","4.4753"
"21-01-2008","4.4049"
"22-01-2008","4.5405"
"23-01-2008","4.4654"
"24-01-2008","4.5711"
"25-01-2008","4.5621"
"28-01-2008","4.5216"
"29-01-2008","4.6177"
"30-01-2008","4.6005"
"31-01-2008","4.5145"
"01-02-2008","4.5126"
"04-02-2008","4.5497"
"05-02-2008","4.4554"
"06-02-2008","4.5081"
"07-02-2008","4.4718"
"08-02-2008","4.4811"
"11-02-2008","4.5371"
"12-02-2008","4.6648"
"13-02-2008","4.6546"
"14-02-2008","4.6645"
"15-02-2008","4.6371"
"18-02-2008","4.6835"
"19-02-2008","4.6704"
"20-02-2008","4.7105"
"21-02-2008","4.7126"
"22-02-2008","4.7156"
"25-02-2008","4.7548"
"26-02-2008","4.7421"
"27-02-2008","4.7635"
"28-02-2008","4.6668"
"29-02-2008","4.5353"
"03-03-2008","4.5123"
"04-03-2008","4.479"
"05-03-2008","4.5487"
"06-03-2008","4.4597"
"07-03-2008","4.3985"
"10-03-2008","4.363"
"11-03-2008","4.4296"
"12-03-2008","4.4937"
"13-03-2008","4.4307"
"14-03-2008","4.4109"
"17-03-2008","4.3762"
"18-03-2008","4.4222"
"19-03-2008","4.3724"
"20-03-2008","4.3499"
"25-03-2008","4.4881"
"26-03-2008","4.491"
"27-03-2008","4.5475"
"28-03-2008","4.4694"
"31-03-2008","4.4114"
"01-04-2008","4.5053"
"02-04-2008","4.4935"
"03-04-2008","4.5133"
"04-04-2008","4.5178"
"07-04-2008","4.5735"
"08-04-2008","4.5724"
"09-04-2008","4.5921"
"10-04-2008","4.551"
"11-04-2008","4.4839"
"14-04-2008","4.5072"
"15-04-2008","4.5073"
"16-04-2008","4.6059"
"17-04-2008","4.7131"
"18-04-2008","4.7931"
"21-04-2008","4.7324"
"22-04-2008","4.7548"
"23-04-2008","4.7305"
"24-04-2008","4.84"
"25-04-2008","4.8472"
"28-04-2008","4.8107"
"29-04-2008","4.7572"
"30-04-2008","4.7475"
"01-05-2008","4.702"
"02-05-2008","4.8233"
"06-05-2008","4.7495"
"07-05-2008","4.7883"
"08-05-2008","4.6912"
"09-05-2008","4.6568"
"12-05-2008","4.6712"
"13-05-2008","4.7689"
"14-05-2008","4.8728"
"15-05-2008","4.9014"
"16-05-2008","4.8326"
"19-05-2008","4.891"
"20-05-2008","4.8605"
"21-05-2008","4.9416"
"22-05-2008","5.0212"
"23-05-2008","4.9973"
"27-05-2008","5.001"
"28-05-2008","5.0379"
"29-05-2008","5.1035"
"30-05-2008","5.0536"
"02-06-2008","5.0394"
"03-06-2008","5.1229"
"04-06-2008","5.0309"
"05-06-2008","5.1339"
"06-06-2008","5.0891"
"09-06-2008","5.2334"
"10-06-2008","5.2227"
"11-06-2008","5.2321"
"12-06-2008","5.2544"
"13-06-2008","5.3673"
"16-06-2008","5.3179"
"17-06-2008","5.2718"
"18-06-2008","5.2702"
"19-06-2008","5.3542"
"20-06-2008","5.2591"
"23-06-2008","5.2383"
"24-06-2008","5.2618"
"25-06-2008","5.2282"
"26-06-2008","5.115"
"27-06-2008","5.14"
"30-06-2008","5.2341"
"01-07-2008","5.2591"
"02-07-2008","5.2398"
"03-07-2008","5.1454"
"04-07-2008","5.0765"
"07-07-2008","5.0267"
"08-07-2008","5.0267"
"09-07-2008","4.9892"
"10-07-2008","4.968"
"11-07-2008","4.998"
"14-07-2008","4.9966"
"15-07-2008","4.96"
"16-07-2008","4.9701"
"17-07-2008","4.9905"
"18-07-2008","5.1316"
"21-07-2008","5.1456"
"22-07-2008","5.0879"
"23-07-2008","5.1336"
"24-07-2008","5.0644"
"25-07-2008","5.0745"
"28-07-2008","5.0373"
"29-07-2008","4.987"
"30-07-2008","4.9331"
"31-07-2008","4.8939"
"01-08-2008","4.9324"
"04-08-2008","4.8943"
"05-08-2008","4.8566"
"06-08-2008","4.8344"
"07-08-2008","4.7812"
"08-08-2008","4.7753"
"11-08-2008","4.8013"
"12-08-2008","4.7292"
"13-08-2008","4.7006"
"14-08-2008","4.7463"
"15-08-2008","4.6855"
"18-08-2008","4.6986"
"19-08-2008","4.6936"
"20-08-2008","4.6682"
"21-08-2008","4.672"
"22-08-2008","4.711"
"26-08-2008","4.6015"
"27-08-2008","4.6258"
"28-08-2008","4.5646"
"29-08-2008","4.5611"
"01-09-2008","4.5417"
"02-09-2008","4.578"
"03-09-2008","4.5754"
"04-09-2008","4.5332"
"05-09-2008","4.4634"
"08-09-2008","4.5597"
"09-09-2008","4.5135"
"10-09-2008","4.5277"
"11-09-2008","4.527"
"12-09-2008","4.6662"
"15-09-2008","4.5432"
"16-09-2008","4.5028"
"17-09-2008","4.4881"
"18-09-2008","4.4839"
"19-09-2008","4.6565"
"22-09-2008","4.7439"
"23-09-2008","4.7264"
"24-09-2008","4.6303"
"25-09-2008","4.6809"
"26-09-2008","4.6184"
"29-09-2008","4.462"
"30-09-2008","4.5192"
"01-10-2008","4.4986"
"02-10-2008","4.4473"
"03-10-2008","4.4927"
"06-10-2008","4.3283"
"07-10-2008","4.3478"
"08-10-2008","4.3999"
"09-10-2008","4.4681"
"10-10-2008","4.5673"
"13-10-2008","4.7582"
"14-10-2008","4.8406"
"15-10-2008","4.8088"
"16-10-2008","4.8091"
"17-10-2008","4.7589"
"20-10-2008","4.704"
"21-10-2008","4.7132"
"22-10-2008","4.5817"
"23-10-2008","4.575"
"24-10-2008","4.4736"
"27-10-2008","4.4951"
"28-10-2008","4.5156"
"29-10-2008","4.5268"
"30-10-2008","4.5582"
"31-10-2008","4.6467"
"03-11-2008","4.6226"
"04-11-2008","4.6095"
"05-11-2008","4.5635"
"06-11-2008","4.4739"
"07-11-2008","4.348"
"10-11-2008","4.3448"
"11-11-2008","4.3697"
"12-11-2008","4.2793"
"13-11-2008","4.2629"
"14-11-2008","4.2472"
"17-11-2008","4.2869"
"18-11-2008","4.2684"
"19-11-2008","4.2252"
"20-11-2008","4.0891"
"21-11-2008","4.0589"
"24-11-2008","4.1195"
"25-11-2008","4.0544"
"26-11-2008","3.9801"
"27-11-2008","3.9668"
"28-11-2008","3.972"
"01-12-2008","3.87"
"02-12-2008","3.7261"
"03-12-2008","3.6741"
"04-12-2008","3.7007"
"05-12-2008","3.6675"
"08-12-2008","3.8206"
"09-12-2008","3.8201"
"10-12-2008","3.8131"
"11-12-2008","3.8469"
"12-12-2008","3.8608"
"15-12-2008","3.7455"
"16-12-2008","3.6752"
"17-12-2008","3.5106"
"18-12-2008","3.4769"
"19-12-2008","3.4761"
"22-12-2008","3.4377"
"23-12-2008","3.4362"
"24-12-2008","3.3683"
"29-12-2008","3.416"
"30-12-2008","3.4071"
"31-12-2008","3.35"
"02-01-2009","3.3649"
"05-01-2009","3.4739"
"06-01-2009","3.571"
"07-01-2009","3.596"
"08-01-2009","3.5276"
"09-01-2009","3.4419"
"12-01-2009","3.446"
"13-01-2009","3.5187"
"14-01-2009","3.4293"
"15-01-2009","3.4465"
"16-01-2009","3.5959"
"19-01-2009","3.7159"
"20-01-2009","3.7904"
"21-01-2009","3.7231"
"22-01-2009","3.7878"
"23-01-2009","3.952"
"26-01-2009","3.9557"
"27-01-2009","3.9275"
"28-01-2009","3.9058"
"29-01-2009","3.9405"
"30-01-2009","3.9577"
"02-02-2009","3.945"
"03-02-2009","3.9896"
"04-02-2009","4.0068"
"05-02-2009","3.9532"
"06-02-2009","3.9701"
"09-02-2009","3.9877"
"10-02-2009","3.894"
"11-02-2009","3.6869"
"12-02-2009","3.5501"
"13-02-2009","3.6184"
"16-02-2009","3.5292"
"17-02-2009","3.4469"
"18-02-2009","3.4174"
"19-02-2009","3.5458"
"20-02-2009","3.452"
"23-02-2009","3.4825"
"24-02-2009","3.4402"
"25-02-2009","3.4779"
"26-02-2009","3.71"
"27-02-2009","3.6949"
"02-03-2009","3.6322"
"03-03-2009","3.6307"
"04-03-2009","3.706"
"05-03-2009","3.4168"
"06-03-2009","3.084"
"09-03-2009","3.1542"
"10-03-2009","3.1295"
"11-03-2009","3.098"
"12-03-2009","2.9801"
"13-03-2009","2.99"
"16-03-2009","3.0877"
"17-03-2009","3.1207"
"18-03-2009","3.1616"
"19-03-2009","3.0792"
"20-03-2009","3.0766"
"23-03-2009","3.1966"
"24-03-2009","3.3805"
"25-03-2009","3.3421"
"26-03-2009","3.3804"
"27-03-2009","3.359"
"30-03-2009","3.2541"
"31-03-2009","3.233"
"01-04-2009","3.1823"
"02-04-2009","3.4113"
"03-04-2009","3.4516"
"06-04-2009","3.4676"
"07-04-2009","3.4789"
"08-04-2009","3.3903"
"09-04-2009","3.337"
"14-04-2009","3.2622"
"15-04-2009","3.3002"
"16-04-2009","3.2815"
"17-04-2009","3.3973"
"20-04-2009","3.2557"
"21-04-2009","3.3306"
"22-04-2009","3.4814"
"23-04-2009","3.5508"
"24-04-2009","3.5315"
"27-04-2009","3.5238"
"28-04-2009","3.4915"
"29-04-2009","3.487"
"30-04-2009","3.5321"
"01-05-2009","3.5645"
"05-05-2009","3.5751"
"06-05-2009","3.6371"
"07-05-2009","3.692"
"08-05-2009","3.7327"
"11-05-2009","3.662"
"12-05-2009","3.6576"
"13-05-2009","3.5165"
"14-05-2009","3.4803"
"15-05-2009","3.5432"
"18-05-2009","3.4805"
"19-05-2009","3.5003"
"20-05-2009","3.5852"
"21-05-2009","3.6515"
"22-05-2009","3.7291"
"26-05-2009","3.6488"
"27-05-2009","3.6975"
"28-05-2009","3.738"
"29-05-2009","3.6987"
"01-06-2009","3.7721"
"02-06-2009","3.8158"
"03-06-2009","3.7188"
"04-06-2009","3.7785"
"05-06-2009","3.8389"
"08-06-2009","3.7808"
"09-06-2009","3.7551"
"10-06-2009","3.8194"
"11-06-2009","3.9262"
"12-06-2009","3.867"
"15-06-2009","3.7603"
"16-06-2009","3.7838"
"17-06-2009","3.677"
"18-06-2009","3.7268"
"19-06-2009","3.6805"
"22-06-2009","3.6193"
"23-06-2009","3.6047"
"24-06-2009","3.5832"
"25-06-2009","3.5804"
"26-06-2009","3.6189"
"29-06-2009","3.5502"
"30-06-2009","3.6291"
"01-07-2009","3.7341"
"02-07-2009","3.7279"
"03-07-2009","3.714"
"06-07-2009","3.6582"
"07-07-2009","3.6861"
"08-07-2009","3.6404"
"09-07-2009","3.8052"
"10-07-2009","3.7654"
"13-07-2009","3.6998"
"14-07-2009","3.7592"
"15-07-2009","3.8118"
"16-07-2009","3.8004"
"17-07-2009","3.8237"
"20-07-2009","3.8465"
"21-07-2009","3.8157"
"22-07-2009","3.8813"
"23-07-2009","4.0028"
"24-07-2009","3.996"
"27-07-2009","3.9993"
"28-07-2009","3.9661"
"29-07-2009","4.0097"
"30-07-2009","3.9802"
"31-07-2009","3.8245"
"03-08-2009","3.898"
"04-08-2009","3.8688"
"05-08-2009","3.8486"
"06-08-2009","3.7742"
"07-08-2009","3.8193"
"10-08-2009","3.8171"
"11-08-2009","3.8446"
"12-08-2009","3.8188"
"13-08-2009","3.8159"
"14-08-2009","3.7192"
"17-08-2009","3.6398"
"18-08-2009","3.6859"
"19-08-2009","3.6112"
"20-08-2009","3.6377"
"21-08-2009","3.6634"
"24-08-2009","3.6518"
"25-08-2009","3.5714"
"26-08-2009","3.5218"
"27-08-2009","3.5376"
"28-08-2009","3.5396"
"01-09-2009","3.5447"
"02-09-2009","3.5293"
"03-09-2009","3.5817"
"04-09-2009","3.6037"
"07-09-2009","3.6248"
"08-09-2009","3.6651"
"09-09-2009","3.7395"
"10-09-2009","3.6722"
"11-09-2009","3.6103"
"14-09-2009","3.6098"
"15-09-2009","3.6228"
"16-09-2009","3.6897"
"17-09-2009","3.7323"
"18-09-2009","3.7403"
"21-09-2009","3.7238"
"22-09-2009","3.7741"
"23-09-2009","3.7551"
"24-09-2009","3.7005"
"25-09-2009","3.6334"
"28-09-2009","3.6466"
"29-09-2009","3.6345"
"30-09-2009","3.6109"
"01-10-2009","3.5257"
"02-10-2009","3.4723"
"05-10-2009","3.4257"
"06-10-2009","3.4325"
"07-10-2009","3.416"
"08-10-2009","3.3913"
"09-10-2009","3.4798"
"12-10-2009","3.4142"
"13-10-2009","3.4347"
"14-10-2009","3.5257"
"15-10-2009","3.5863"
"16-10-2009","3.6222"
"19-10-2009","3.6352"
"20-10-2009","3.5803"
"21-10-2009","3.7292"
"22-10-2009","3.7484"
"23-10-2009","3.7058"
"26-10-2009","3.7324"
"27-10-2009","3.6559"
"28-10-2009","3.651"
"29-10-2009","3.7049"
"30-10-2009","3.6679"
"02-11-2009","3.7091"
"03-11-2009","3.7674"
"04-11-2009","3.8294"
"05-11-2009","3.8935"
"06-11-2009","3.92"
"09-11-2009","3.8769"
"10-11-2009","3.8287"
"11-11-2009","3.8011"
"12-11-2009","3.827"
"13-11-2009","3.8524"
"16-11-2009","3.8071"
"17-11-2009","3.7286"
"18-11-2009","3.743"
"19-11-2009","3.7106"
"20-11-2009","3.6974"
"23-11-2009","3.7289"
"24-11-2009","3.7146"
"25-11-2009","3.6947"
"26-11-2009","3.601"
"27-11-2009","3.6174"
"30-11-2009","3.5954"
"01-12-2009","3.6262"
"02-12-2009","3.6646"
"03-12-2009","3.6999"
"04-12-2009","3.7753"
"07-12-2009","3.7629"
"08-12-2009","3.7622"
"09-12-2009","3.739"
"10-12-2009","3.8683"
"11-12-2009","3.922"
"14-12-2009","3.8969"
"15-12-2009","3.9505"
"16-12-2009","3.9449"
"17-12-2009","3.905"
"18-12-2009","3.8269"
"21-12-2009","3.9245"
"22-12-2009","3.9646"
"23-12-2009","4.0388"
"24-12-2009","4.0499"
"29-12-2009","4.1229"
"30-12-2009","4.1173"
"31-12-2009","4.0669"
"04-01-2010","3.9979"
"05-01-2010","4.054"
"06-01-2010","4.0886"
"07-01-2010","4.0845"
"08-01-2010","4.0954"
"11-01-2010","4.016"
"12-01-2010","3.9658"
"13-01-2010","3.9882"
"14-01-2010","4.0138"
"15-01-2010","3.9686"
"18-01-2010","3.9705"
"19-01-2010","4.0643"
"20-01-2010","4.053"
"21-01-2010","3.9728"
"22-01-2010","3.9691"
"25-01-2010","3.964"
"26-01-2010","3.926"
"27-01-2010","3.9171"
"28-01-2010","3.9874"
"29-01-2010","3.9523"
"01-02-2010","3.9427"
"02-02-2010","3.9664"
"03-02-2010","3.9667"
"04-02-2010","3.9543"
"05-02-2010","3.9395"
"08-02-2010","4.0036"
"09-02-2010","4.0138"
"10-02-2010","3.9807"
"11-02-2010","4.0828"
"12-02-2010","4.1036"
"15-02-2010","4.1272"
"16-02-2010","4.1003"
"17-02-2010","4.0946"
"18-02-2010","4.1561"
"19-02-2010","4.231"
"22-02-2010","4.1932"
"23-02-2010","4.1544"
"24-02-2010","4.0702"
"25-02-2010","4.0852"
"26-02-2010","4.0815"
"01-03-2010","4.1321"
"02-03-2010","4.0762"
"03-03-2010","4.0874"
"04-03-2010","4.0579"
"05-03-2010","4.1074"
"08-03-2010","4.1597"
"09-03-2010","4.1112"
"10-03-2010","4.1414"
"11-03-2010","4.2075"
"12-03-2010","4.1653"
"15-03-2010","4.1336"
"16-03-2010","4.0987"
"17-03-2010","4.0808"
"18-03-2010","4.0637"
"19-03-2010","4.035"
"22-03-2010","4.0053"
"23-03-2010","3.9984"
"24-03-2010","4.0458"
"25-03-2010","4.1129"
"26-03-2010","4.123"
"29-03-2010","4.0582"
"30-03-2010","4.0748"
"31-03-2010","4.0276"
"01-04-2010","4.0229"
"06-04-2010","4.1053"
"07-04-2010","4.1511"
"08-04-2010","4.1093"
"09-04-2010","4.1528"
"12-04-2010","4.1549"
"13-04-2010","4.1266"
"14-04-2010","4.1307"
"15-04-2010","4.1422"
"16-04-2010","4.0954"
"19-04-2010","4.1037"
"20-04-2010","4.1288"
"21-04-2010","4.1262"
"22-04-2010","4.0878"
"23-04-2010","4.1456"
"26-04-2010","4.1051"
"27-04-2010","4.0652"
"28-04-2010","4.0448"
"29-04-2010","4.0531"
"30-04-2010","3.9632"
"04-05-2010","3.8896"
"05-05-2010","3.8612"
"06-05-2010","3.8503"
"07-05-2010","3.8855"
"10-05-2010","3.9705"
"11-05-2010","3.9354"
"12-05-2010","3.902"
"13-05-2010","3.8998"
"14-05-2010","3.8231"
"17-05-2010","3.8117"
"18-05-2010","3.8174"
"19-05-2010","3.7299"
"20-05-2010","3.6301"
"21-05-2010","3.6125"
"24-05-2010","3.6132"
"25-05-2010","3.5378"
"26-05-2010","3.6321"
"27-05-2010","3.6903"
"28-05-2010","3.6744"
"01-06-2010","3.6732"
"02-06-2010","3.6451"
"03-06-2010","3.6862"
"04-06-2010","3.616"
"07-06-2010","3.5938"
"08-06-2010","3.5692"
"09-06-2010","3.6211"
"10-06-2010","3.6524"
"11-06-2010","3.5704"
"14-06-2010","3.654"
"15-06-2010","3.661"
"16-06-2010","3.6509"
"17-06-2010","3.608"
"18-06-2010","3.6585"
"21-06-2010","3.6288"
"22-06-2010","3.5844"
"23-06-2010","3.5668"
"24-06-2010","3.521"
"25-06-2010","3.5198"
"28-06-2010","3.5169"
"29-06-2010","3.5301"
"30-06-2010","3.4867"
"01-07-2010","3.4432"
"02-07-2010","3.4867"
"05-07-2010","3.4489"
"06-07-2010","3.4756"
"07-07-2010","3.485"
"08-07-2010","3.4944"
"09-07-2010","3.4554"
"12-07-2010","3.4635"
"13-07-2010","3.5003"
"14-07-2010","3.5265"
"15-07-2010","3.5085"
"16-07-2010","3.4724"
"19-07-2010","3.4885"
"20-07-2010","3.4922"
"21-07-2010","3.4925"
"22-07-2010","3.5016"
"23-07-2010","3.5708"
"26-07-2010","3.59"
"27-07-2010","3.6406"
"28-07-2010","3.6146"
"29-07-2010","3.5591"
"30-07-2010","3.48"
"02-08-2010","3.5034"
"03-08-2010","3.4393"
"04-08-2010","3.4496"
"05-08-2010","3.3892"
"06-08-2010","3.384"
"09-08-2010","3.4025"
"10-08-2010","3.411"
"11-08-2010","3.3023"
"12-08-2010","3.2716"
"13-08-2010","3.2791"
"16-08-2010","3.2089"
"17-08-2010","3.2236"
"18-08-2010","3.1914"
"19-08-2010","3.1732"
"20-08-2010","3.1435"
"23-08-2010","3.1381"
"24-08-2010","3.0439"
"25-08-2010","3.0049"
"26-08-2010","2.9921"
"27-08-2010","3.0007"
"31-08-2010","2.94"
"01-09-2010","3.035"
