"Date","Value"
"02-09-2010","3.0623"
"03-09-2010","3.1127"
"06-09-2010","3.0906"
"07-09-2010","3.0221"
"08-09-2010","3.0991"
"09-09-2010","3.1588"
"10-09-2010","3.2289"
"13-09-2010","3.2239"
"14-09-2010","3.1645"
"15-09-2010","3.1863"
"16-09-2010","3.247"
"17-09-2010","3.2347"
"20-09-2010","3.2612"
"21-09-2010","3.225"
"22-09-2010","3.079"
"23-09-2010","3.0568"
"24-09-2010","3.1421"
"27-09-2010","3.0789"
"28-09-2010","3.0343"
"29-09-2010","3.0069"
"30-09-2010","3.0457"
"01-10-2010","3.0683"
"04-10-2010","3.0305"
"05-10-2010","3.0654"
"06-10-2010","3.0048"
"07-10-2010","3.0349"
"08-10-2010","2.9752"
"11-10-2010","2.9946"
"12-10-2010","2.9608"
"13-10-2010","2.9906"
"14-10-2010","2.9919"
"15-10-2010","3.0538"
"18-10-2010","3.074"
"19-10-2010","3.1113"
"20-10-2010","3.0932"
"21-10-2010","3.0416"
"22-10-2010","3.0568"
"25-10-2010","3.0318"
"26-10-2010","3.16"
"27-10-2010","3.2565"
"28-10-2010","3.2531"
"29-10-2010","3.1897"
"01-11-2010","3.1578"
"02-11-2010","3.1461"
"03-11-2010","3.1142"
"04-11-2010","3.071"
"05-11-2010","3.093"
"08-11-2010","3.1156"
"09-11-2010","3.1474"
"10-11-2010","3.2636"
"11-11-2010","3.2579"
"12-11-2010","3.3029"
"15-11-2010","3.3741"
"16-11-2010","3.4079"
"17-11-2010","3.379"
"18-11-2010","3.4935"
"19-11-2010","3.4966"
"22-11-2010","3.4429"
"23-11-2010","3.3798"
"24-11-2010","3.4515"
"25-11-2010","3.4782"
"26-11-2010","3.4603"
"29-11-2010","3.4571"
"30-11-2010","3.3511"
"01-12-2010","3.4766"
"02-12-2010","3.5245"
"03-12-2010","3.5334"
"06-12-2010","3.5166"
"07-12-2010","3.5799"
"08-12-2010","3.6547"
"09-12-2010","3.6104"
"10-12-2010","3.6222"
"13-12-2010","3.6651"
"14-12-2010","3.7136"
"15-12-2010","3.7193"
"16-12-2010","3.7352"
"17-12-2010","3.6671"
"20-12-2010","3.5842"
"21-12-2010","3.6098"
"22-12-2010","3.6142"
"23-12-2010","3.5973"
"24-12-2010","3.6091"
"29-12-2010","3.6728"
"30-12-2010","3.5854"
"31-12-2010","3.5154"
"04-01-2011","3.5679"
"05-01-2011","3.6685"
"06-01-2011","3.6517"
"07-01-2011","3.6371"
"10-01-2011","3.6242"
"11-01-2011","3.6844"
"12-01-2011","3.7496"
"13-01-2011","3.7231"
"14-01-2011","3.7176"
"17-01-2011","3.7254"
"18-01-2011","3.7657"
"19-01-2011","3.7494"
"20-01-2011","3.8008"
"21-01-2011","3.8006"
"24-01-2011","3.7817"
"25-01-2011","3.7473"
"26-01-2011","3.8005"
"27-01-2011","3.8072"
"28-01-2011","3.7824"
"31-01-2011","3.7599"
"01-02-2011","3.828"
"02-02-2011","3.8538"
"03-02-2011","3.8632"
"04-02-2011","3.9149"
"07-02-2011","3.923"
"08-02-2011","3.9347"
"09-02-2011","3.9828"
"10-02-2011","3.9782"
"11-02-2011","3.9444"
"14-02-2011","3.9321"
"15-02-2011","3.9507"
"16-02-2011","3.9246"
"17-02-2011","3.8705"
"18-02-2011","3.9125"
"21-02-2011","3.8397"
"22-02-2011","3.7907"
"23-02-2011","3.7824"
"24-02-2011","3.804"
"25-02-2011","3.7919"
"28-02-2011","3.7765"
"01-03-2011","3.8033"
"02-03-2011","3.8208"
"03-03-2011","3.8826"
"04-03-2011","3.8078"
"07-03-2011","3.8165"
"08-03-2011","3.8554"
"09-03-2011","3.8427"
"10-03-2011","3.7632"
"11-03-2011","3.7307"
"14-03-2011","3.6789"
"15-03-2011","3.6495"
"16-03-2011","3.5885"
"17-03-2011","3.6693"
"18-03-2011","3.6267"
"21-03-2011","3.6506"
"22-03-2011","3.7094"
"23-03-2011","3.6578"
"24-03-2011","3.6968"
"25-03-2011","3.7099"
"28-03-2011","3.728"
"29-03-2011","3.7355"
"30-03-2011","3.7751"
"31-03-2011","3.7882"
"01-04-2011","3.8249"
"04-04-2011","3.8136"
"05-04-2011","3.8561"
"06-04-2011","3.8538"
"07-04-2011","3.8483"
"08-04-2011","3.9086"
"11-04-2011","3.9202"
"12-04-2011","3.8007"
"13-04-2011","3.8109"
"14-04-2011","3.7921"
"15-04-2011","3.7064"
"18-04-2011","3.6628"
"19-04-2011","3.6753"
"20-04-2011","3.6912"
"21-04-2011","3.6553"
"26-04-2011","3.609"
"27-04-2011","3.6814"
"28-04-2011","3.603"
"03-05-2011","3.5399"
"04-05-2011","3.5097"
"05-05-2011","3.5178"
"06-05-2011","3.5238"
"09-05-2011","3.497"
"10-05-2011","3.5136"
"11-05-2011","3.5733"
"12-05-2011","3.5123"
"13-05-2011","3.5155"
"16-05-2011","3.528"
"17-05-2011","3.5098"
"18-05-2011","3.5175"
"19-05-2011","3.5364"
"20-05-2011","3.4985"
"23-05-2011","3.4629"
"24-05-2011","3.4998"
"25-05-2011","3.4778"
"26-05-2011","3.4626"
"27-05-2011","3.4515"
"31-05-2011","3.4583"
"01-06-2011","3.4141"
"02-06-2011","3.4144"
"03-06-2011","3.4367"
"06-06-2011","3.432"
"07-06-2011","3.4907"
"08-06-2011","3.4516"
"09-06-2011","3.4371"
"10-06-2011","3.3892"
"13-06-2011","3.4165"
"14-06-2011","3.4568"
"15-06-2011","3.4239"
"16-06-2011","3.3573"
"17-06-2011","3.376"
"20-06-2011","3.3851"
"21-06-2011","3.4055"
"22-06-2011","3.3745"
"23-06-2011","3.3279"
"24-06-2011","3.3178"
"27-06-2011","3.3391"
"28-06-2011","3.4297"
"29-06-2011","3.4986"
"30-06-2011","3.5433"
"01-07-2011","3.5536"
"04-07-2011","3.5279"
"05-07-2011","3.4935"
"06-07-2011","3.416"
"07-07-2011","3.4728"
"08-07-2011","3.3706"
"11-07-2011","3.2691"
"12-07-2011","3.2736"
"13-07-2011","3.3101"
"14-07-2011","3.298"
"15-07-2011","3.2727"
"18-07-2011","3.2291"
"19-07-2011","3.2513"
"20-07-2011","3.2742"
"21-07-2011","3.3663"
"22-07-2011","3.2946"
"25-07-2011","3.225"
"26-07-2011","3.2582"
"27-07-2011","3.1834"
"28-07-2011","3.1709"
"29-07-2011","3.0773"
"01-08-2011","3.0348"
"02-08-2011","2.9965"
"03-08-2011","2.9646"
"04-08-2011","2.9065"
"05-08-2011","2.9301"
"08-08-2011","2.8846"
"09-08-2011","2.9426"
"10-08-2011","2.7378"
"11-08-2011","2.7408"
"12-08-2011","2.777"
"15-08-2011","2.7787"
"16-08-2011","2.7969"
"17-08-2011","2.6891"
"18-08-2011","2.54"
"19-08-2011","2.6172"
"22-08-2011","2.6212"
"23-08-2011","2.6184"
"24-08-2011","2.7127"
"25-08-2011","2.7013"
"26-08-2011","2.7081"
"30-08-2011","2.7131"
"31-08-2011","2.8216"
"01-09-2011","2.7462"
"02-09-2011","2.6568"
"05-09-2011","2.5109"
"06-09-2011","2.5036"
"07-09-2011","2.5602"
"08-09-2011","2.5865"
"09-09-2011","2.4852"
"12-09-2011","2.4078"
"13-09-2011","2.4148"
"14-09-2011","2.4432"
"15-09-2011","2.5484"
"16-09-2011","2.5166"
"19-09-2011","2.4276"
"20-09-2011","2.435"
"21-09-2011","2.4566"
"22-09-2011","2.3785"
"23-09-2011","2.4088"
"26-09-2011","2.461"
"27-09-2011","2.579"
"28-09-2011","2.5446"
"29-09-2011","2.5616"
"30-09-2011","2.4559"
"03-10-2011","2.3789"
"04-10-2011","2.2913"
"05-10-2011","2.3893"
"06-10-2011","2.4286"
"07-10-2011","2.491"
"10-10-2011","2.5707"
"11-10-2011","2.5856"
"12-10-2011","2.6654"
"13-10-2011","2.579"
"14-10-2011","2.6384"
"17-10-2011","2.5669"
"18-10-2011","2.4842"
"19-10-2011","2.5163"
"20-10-2011","2.5139"
"21-10-2011","2.5774"
"24-10-2011","2.5921"
"25-10-2011","2.5451"
"26-10-2011","2.4845"
"27-10-2011","2.6486"
"28-10-2011","2.6721"
"31-10-2011","2.4896"
"01-11-2011","2.2672"
"02-11-2011","2.3354"
"03-11-2011","2.418"
"04-11-2011","2.375"
"07-11-2011","2.3416"
"08-11-2011","2.3157"
"09-11-2011","2.2348"
"10-11-2011","2.2528"
"11-11-2011","2.3493"
"14-11-2011","2.2571"
"15-11-2011","2.1944"
"16-11-2011","2.2181"
"17-11-2011","2.2823"
"18-11-2011","2.3183"
"21-11-2011","2.2714"
"22-11-2011","2.2441"
"23-11-2011","2.2181"
"24-11-2011","2.2336"
"25-11-2011","2.3571"
"28-11-2011","2.3075"
"29-11-2011","2.2789"
"30-11-2011","2.3467"
"01-12-2011","2.32"
"02-12-2011","2.3483"
"05-12-2011","2.3867"
"06-12-2011","2.2671"
"07-12-2011","2.2707"
"08-12-2011","2.1739"
"09-12-2011","2.2146"
"12-12-2011","2.1553"
"13-12-2011","2.1792"
"14-12-2011","2.1559"
"15-12-2011","2.1825"
"16-12-2011","2.1188"
"19-12-2011","2.1454"
"20-12-2011","2.1673"
"21-12-2011","2.117"
"22-12-2011","2.1229"
"23-12-2011","2.1245"
"28-12-2011","2.1011"
"29-12-2011","2.0446"
"30-12-2011","2.0604"
"03-01-2012","2.1054"
"04-01-2012","2.1176"
"05-01-2012","2.1211"
"06-01-2012","2.0935"
"09-01-2012","2.0632"
"10-01-2012","2.1249"
"11-01-2012","2.069"
"12-01-2012","2.0848"
"13-01-2012","2.0385"
"16-01-2012","2.0389"
"17-01-2012","2.0315"
"18-01-2012","2.0241"
"19-01-2012","2.1209"
"20-01-2012","2.1711"
"23-01-2012","2.2357"
"24-01-2012","2.2441"
"25-01-2012","2.2234"
"26-01-2012","2.163"
"27-01-2012","2.136"
"30-01-2012","2.0677"
"31-01-2012","2.043"
"01-02-2012","2.1119"
"02-02-2012","2.17"
"03-02-2012","2.2517"
"06-02-2012","2.24"
"07-02-2012","2.2936"
"08-02-2012","2.274"
"09-02-2012","2.3183"
"10-02-2012","2.2194"
"13-02-2012","2.2148"
"14-02-2012","2.1807"
"15-02-2012","2.1648"
"16-02-2012","2.2107"
"17-02-2012","2.2745"
"20-02-2012","2.322"
"21-02-2012","2.2989"
"22-02-2012","2.2267"
"23-02-2012","2.1913"
"24-02-2012","2.166"
"27-02-2012","2.1416"
"28-02-2012","2.1351"
"29-02-2012","2.1951"
"01-03-2012","2.276"
"02-03-2012","2.199"
"05-03-2012","2.2312"
"06-03-2012","2.192"
"07-03-2012","2.2073"
"08-03-2012","2.2137"
"09-03-2012","2.2234"
"12-03-2012","2.1655"
"13-03-2012","2.2397"
"14-03-2012","2.3999"
"15-03-2012","2.45"
"16-03-2012","2.5236"
"19-03-2012","2.4946"
"20-03-2012","2.5029"
"21-03-2012","2.4469"
"22-03-2012","2.3999"
"23-03-2012","2.3619"
"26-03-2012","2.402"
"27-03-2012","2.3315"
"28-03-2012","2.2898"
"29-03-2012","2.2757"
"30-03-2012","2.2792"
"02-04-2012","2.3002"
"03-04-2012","2.2623"
"04-04-2012","2.3018"
"05-04-2012","2.2548"
"10-04-2012","2.0998"
"11-04-2012","2.1414"
"12-04-2012","2.181"
"13-04-2012","2.1236"
"16-04-2012","2.1269"
"17-04-2012","2.1883"
"18-04-2012","2.2224"
"19-04-2012","2.2505"
"20-04-2012","2.2661"
"23-04-2012","2.217"
"24-04-2012","2.2113"
"25-04-2012","2.2324"
"26-04-2012","2.202"
"27-04-2012","2.2248"
"30-04-2012","2.2154"
"01-05-2012","2.17"
"02-05-2012","2.1175"
"03-05-2012","2.1115"
"04-05-2012","2.0748"
"08-05-2012","1.9945"
"09-05-2012","1.9724"
"10-05-2012","2.0473"
"11-05-2012","2.0338"
"14-05-2012","1.953"
"15-05-2012","1.9615"
"16-05-2012","1.9461"
"17-05-2012","1.9255"
"18-05-2012","1.9044"
"21-05-2012","1.9189"
"22-05-2012","1.9491"
"23-05-2012","1.8554"
"24-05-2012","1.8579"
"25-05-2012","1.8408"
"28-05-2012","1.8395"
"29-05-2012","1.8606"
"30-05-2012","1.7295"
"31-05-2012","1.6511"
"01-06-2012","1.6064"
"06-06-2012","1.7224"
"07-06-2012","1.7907"
"08-06-2012","1.7082"
"11-06-2012","1.7191"
"12-06-2012","1.7797"
"13-06-2012","1.8464"
"14-06-2012","1.8215"
"15-06-2012","1.7764"
"18-06-2012","1.7626"
"19-06-2012","1.8207"
"20-06-2012","1.8394"
"21-06-2012","1.774"
"22-06-2012","1.8054"
"25-06-2012","1.7613"
"26-06-2012","1.7727"
"27-06-2012","1.7701"
"28-06-2012","1.7273"
"29-06-2012","1.8224"
"02-07-2012","1.7826"
"03-07-2012","1.8376"
"04-07-2012","1.8142"
"05-07-2012","1.7586"
"06-07-2012","1.7066"
"09-07-2012","1.6826"
"10-07-2012","1.6849"
"11-07-2012","1.659"
"12-07-2012","1.63"
"13-07-2012","1.6501"
"16-07-2012","1.6059"
"17-07-2012","1.6017"
"18-07-2012","1.5763"
"19-07-2012","1.6219"
"20-07-2012","1.5842"
"23-07-2012","1.5756"
"24-07-2012","1.5687"
"25-07-2012","1.5605"
"26-07-2012","1.584"
"27-07-2012","1.6421"
"30-07-2012","1.6481"
"31-07-2012","1.575"
"01-08-2012","1.6183"
"02-08-2012","1.5511"
"03-08-2012","1.6513"
"06-08-2012","1.6039"
"07-08-2012","1.6846"
"08-08-2012","1.6732"
"09-08-2012","1.7119"
"10-08-2012","1.6408"
"13-08-2012","1.6642"
"14-08-2012","1.6994"
"15-08-2012","1.7753"
"16-08-2012","1.78"
"17-08-2012","1.7649"
"20-08-2012","1.7548"
"21-08-2012","1.8051"
"22-08-2012","1.7296"
"23-08-2012","1.676"
"24-08-2012","1.6352"
"28-08-2012","1.6038"
"29-08-2012","1.6217"
"30-08-2012","1.571"
"31-08-2012","1.6"
"03-09-2012","1.6143"
"04-09-2012","1.5905"
"05-09-2012","1.602"
"06-09-2012","1.668"
"07-09-2012","1.6443"
"10-09-2012","1.689"
"11-09-2012","1.6875"
"12-09-2012","1.7855"
"13-09-2012","1.7588"
"14-09-2012","1.9042"
"17-09-2012","1.8719"
"18-09-2012","1.8302"
"19-09-2012","1.7797"
"20-09-2012","1.7367"
"21-09-2012","1.7865"
"24-09-2012","1.764"
"25-09-2012","1.7713"
"26-09-2012","1.6287"
"27-09-2012","1.668"
"28-09-2012","1.6637"
"01-10-2012","1.6986"
"02-10-2012","1.6776"
"03-10-2012","1.6482"
"04-10-2012","1.6603"
"05-10-2012","1.7283"
"08-10-2012","1.687"
"09-10-2012","1.6868"
"10-10-2012","1.7315"
"11-10-2012","1.7436"
"12-10-2012","1.6929"
"15-10-2012","1.7164"
"16-10-2012","1.7853"
"17-10-2012","1.8839"
"18-10-2012","1.8829"
"19-10-2012","1.8648"
"22-10-2012","1.8823"
"23-10-2012","1.8078"
"24-10-2012","1.829"
"25-10-2012","1.8971"
"26-10-2012","1.8445"
"29-10-2012","1.7756"
"30-10-2012","1.8031"
"31-10-2012","1.8304"
"01-11-2012","1.8482"
"02-11-2012","1.8382"
"05-11-2012","1.7989"
"06-11-2012","1.7926"
"07-11-2012","1.7367"
"08-11-2012","1.7473"
"09-11-2012","1.7107"
"12-11-2012","1.7011"
"13-11-2012","1.6961"
"14-11-2012","1.7385"
"15-11-2012","1.7272"
"16-11-2012","1.7162"
"19-11-2012","1.7632"
"20-11-2012","1.8312"
"21-11-2012","1.8363"
"22-11-2012","1.8219"
"23-11-2012","1.8244"
"26-11-2012","1.8201"
"27-11-2012","1.8293"
"28-11-2012","1.7482"
"29-11-2012","1.7529"
"30-11-2012","1.7501"
"03-12-2012","1.8004"
"04-12-2012","1.7901"
"05-12-2012","1.7515"
"06-12-2012","1.7396"
"07-12-2012","1.7411"
"10-12-2012","1.7749"
"11-12-2012","1.8045"
"12-12-2012","1.8253"
"13-12-2012","1.8619"
"14-12-2012","1.8717"
"17-12-2012","1.8898"
"18-12-2012","1.9599"
"19-12-2012","1.9789"
"20-12-2012","1.9574"
"21-12-2012","1.9164"
"24-12-2012","1.9183"
"27-12-2012","1.8356"
"28-12-2012","1.8322"
"31-12-2012","1.8378"
"02-01-2013","2.0017"
"03-01-2013","2.085"
"04-01-2013","2.1426"
"07-01-2013","2.1075"
"08-01-2013","2.0484"
"09-01-2013","2.0474"
"10-01-2013","2.1099"
"11-01-2013","2.107"
"14-01-2013","2.0553"
"15-01-2013","2.0431"
"16-01-2013","2.0286"
"17-01-2013","2.0673"
"18-01-2013","2.0443"
"21-01-2013","2.0824"
"22-01-2013","2.0546"
"23-01-2013","2.0275"
"24-01-2013","2.0573"
"25-01-2013","2.0985"
"28-01-2013","2.1371"
"29-01-2013","2.1137"
"30-01-2013","2.1561"
"31-01-2013","2.1341"
"01-02-2013","2.1331"
"04-02-2013","2.1358"
"05-02-2013","2.1684"
"06-02-2013","2.1494"
"07-02-2013","2.1565"
"08-02-2013","2.1474"
"11-02-2013","2.1592"
"12-02-2013","2.1744"
"13-02-2013","2.2711"
"14-02-2013","2.2658"
"15-02-2013","2.2668"
"18-02-2013","2.2651"
"19-02-2013","2.2554"
"20-02-2013","2.2785"
"21-02-2013","2.1906"
"22-02-2013","2.1873"
"25-02-2013","2.1872"
"26-02-2013","2.0739"
"27-02-2013","2.0441"
"28-02-2013","2.0514"
"01-03-2013","1.9638"
"04-03-2013","1.991"
"05-03-2013","2.0517"
"06-03-2013","2.0367"
"07-03-2013","2.0908"
"08-03-2013","2.121"
"11-03-2013","2.0848"
"12-03-2013","2.0448"
"13-03-2013","2.0443"
"14-03-2013","2.045"
"15-03-2013","2.0147"
"18-03-2013","1.9682"
"19-03-2013","1.9062"
"20-03-2013","1.9325"
"21-03-2013","1.9317"
"22-03-2013","1.9163"
"25-03-2013","1.8876"
"26-03-2013","1.8555"
"27-03-2013","1.8087"
"28-03-2013","1.8401"
"02-04-2013","1.8466"
"03-04-2013","1.8275"
"04-04-2013","1.7916"
"05-04-2013","1.7052"
"08-04-2013","1.7617"
"09-04-2013","1.8033"
"10-04-2013","1.8514"
"11-04-2013","1.8491"
"12-04-2013","1.809"
"15-04-2013","1.7928"
"16-04-2013","1.8088"
"17-04-2013","1.7663"
"18-04-2013","1.7487"
"19-04-2013","1.7464"
"22-04-2013","1.7306"
"23-04-2013","1.7729"
"24-04-2013","1.7698"
"25-04-2013","1.8018"
"26-04-2013","1.7647"
"29-04-2013","1.7343"
"30-04-2013","1.7478"
"01-05-2013","1.7432"
"02-05-2013","1.6924"
"03-05-2013","1.8036"
"07-05-2013","1.8694"
"08-05-2013","1.8434"
"09-05-2013","1.8626"
"10-05-2013","1.9629"
"13-05-2013","1.9583"
"14-05-2013","1.977"
"15-05-2013","2.0067"
"16-05-2013","1.9535"
"17-05-2013","1.9696"
"20-05-2013","1.9953"
"21-05-2013","2.0146"
"22-05-2013","1.9802"
"23-05-2013","1.9972"
"24-05-2013","1.979"
"28-05-2013","2.0382"
"29-05-2013","2.083"
"30-05-2013","2.0465"
"31-05-2013","2.0944"
"03-06-2013","2.0915"
"04-06-2013","2.1347"
"05-06-2013","2.1105"
"06-06-2013","2.1281"
"07-06-2013","2.1663"
"10-06-2013","2.2274"
"11-06-2013","2.2712"
"12-06-2013","2.2512"
"13-06-2013","2.2209"
"14-06-2013","2.1676"
"17-06-2013","2.1856"
"18-06-2013","2.2364"
"19-06-2013","2.2256"
"20-06-2013","2.396"
"21-06-2013","2.4929"
"24-06-2013","2.6384"
"25-06-2013","2.6049"
"26-06-2013","2.5363"
"27-06-2013","2.5052"
"28-06-2013","2.5351"
"01-07-2013","2.5161"
"02-07-2013","2.4864"
"03-07-2013","2.4961"
"04-07-2013","2.4911"
"05-07-2013","2.5845"
"08-07-2013","2.5834"
"09-07-2013","2.5374"
"10-07-2013","2.5131"
"11-07-2013","2.4873"
"12-07-2013","2.4322"
"15-07-2013","2.4524"
"16-07-2013","2.3914"
"17-07-2013","2.4134"
"18-07-2013","2.3837"
"19-07-2013","2.4145"
"22-07-2013","2.3924"
"23-07-2013","2.4295"
"24-07-2013","2.5091"
"25-07-2013","2.506"
"26-07-2013","2.4526"
"29-07-2013","2.4499"
"30-07-2013","2.4363"
"31-07-2013","2.4734"
"01-08-2013","2.517"
"02-08-2013","2.5449"
"05-08-2013","2.5853"
"06-08-2013","2.6016"
"07-08-2013","2.5925"
"08-08-2013","2.6078"
"09-08-2013","2.5984"
"12-08-2013","2.5959"
"13-08-2013","2.7272"
"14-08-2013","2.7496"
"15-08-2013","2.8016"
"16-08-2013","2.8197"
"19-08-2013","2.8617"
"20-08-2013","2.8045"
"21-08-2013","2.839"
"22-08-2013","2.8372"
"23-08-2013","2.8253"
"27-08-2013","2.7328"
"28-08-2013","2.762"
"29-08-2013","2.738"
"30-08-2013","2.7429"
"02-09-2013","2.7966"
"03-09-2013","2.8325"
"04-09-2013","2.8202"
"05-09-2013","2.9464"
"06-09-2013","2.8782"
"09-09-2013","2.8924"
"10-09-2013","2.9667"
"11-09-2013","2.9533"
"12-09-2013","2.894"
"13-09-2013","2.872"
"16-09-2013","2.8369"
"17-09-2013","2.898"
"18-09-2013","2.9576"
"19-09-2013","2.8599"
"20-09-2013","2.8889"
"23-09-2013","2.8606"
"24-09-2013","2.7798"
"25-09-2013","2.7228"
"26-09-2013","2.7161"
"27-09-2013","2.6794"
"30-09-2013","2.6788"
"01-10-2013","2.6736"
"02-10-2013","2.6685"
"03-10-2013","2.6621"
"04-10-2013","2.7056"
"07-10-2013","2.6789"
"08-10-2013","2.6821"
"09-10-2013","2.6658"
"10-10-2013","2.7202"
"11-10-2013","2.7118"
"14-10-2013","2.734"
"15-10-2013","2.7756"
"16-10-2013","2.8187"
"17-10-2013","2.7387"
"18-10-2013","2.712"
"21-10-2013","2.7327"
"22-10-2013","2.6385"
"23-10-2013","2.6073"
"24-10-2013","2.6404"
"25-10-2013","2.6245"
"28-10-2013","2.6274"
"29-10-2013","2.6114"
"30-10-2013","2.5453"
"31-10-2013","2.6283"
"01-11-2013","2.6601"
"04-11-2013","2.6495"
"05-11-2013","2.7293"
"06-11-2013","2.7306"
"07-11-2013","2.6931"
"08-11-2013","2.7775"
"11-11-2013","2.8095"
"12-11-2013","2.8055"
"13-11-2013","2.8057"
"14-11-2013","2.774"
"15-11-2013","2.7508"
"18-11-2013","2.7345"
"19-11-2013","2.7378"
"20-11-2013","2.7489"
"21-11-2013","2.8456"
"22-11-2013","2.8178"
"25-11-2013","2.7822"
"26-11-2013","2.7587"
"27-11-2013","2.7806"
"28-11-2013","2.7702"
"29-11-2013","2.7939"
"02-12-2013","2.8689"
"03-12-2013","2.8429"
"04-12-2013","2.9071"
"05-12-2013","2.9221"
"06-12-2013","2.9116"
"09-12-2013","2.9326"
"10-12-2013","2.9021"
"11-12-2013","2.8957"
"12-12-2013","2.9249"
"13-12-2013","2.9206"
"16-12-2013","2.9036"
"17-12-2013","2.9014"
"18-12-2013","2.9384"
"19-12-2013","2.9818"
"20-12-2013","2.9655"
"23-12-2013","2.9906"
"24-12-2013","3.007"
"27-12-2013","3.1049"
"30-12-2013","3.0476"
"31-12-2013","3.0466"
"02-01-2014","3.0557"
"03-01-2014","3.0541"
"06-01-2014","3.0049"
"07-01-2014","2.9873"
"08-01-2014","3.0196"
"09-01-2014","3.0149"
"10-01-2014","2.9304"
"13-01-2014","2.8824"
"14-01-2014","2.8808"
"15-01-2014","2.913"
"16-01-2014","2.8661"
"17-01-2014","2.8869"
"20-01-2014","2.8781"
"21-01-2014","2.8867"
"22-01-2014","2.9206"
"23-01-2014","2.8647"
"24-01-2014","2.829"
"27-01-2014","2.8436"
"28-01-2014","2.8746"
"29-01-2014","2.8273"
"30-01-2014","2.8146"
"31-01-2014","2.7847"
"03-02-2014","2.778"
"04-02-2014","2.7601"
"05-02-2014","2.7464"
"06-02-2014","2.8155"
"07-02-2014","2.7842"
"10-02-2014","2.8001"
"11-02-2014","2.8027"
"12-02-2014","2.8809"
"13-02-2014","2.8506"
"14-02-2014","2.8641"
"17-02-2014","2.8423"
"18-02-2014","2.8167"
"19-02-2014","2.8093"
"20-02-2014","2.8705"
"21-02-2014","2.8463"
"24-02-2014","2.8257"
"25-02-2014","2.8245"
"26-02-2014","2.8113"
"27-02-2014","2.7553"
"28-02-2014","2.8093"
"03-03-2014","2.7527"
"04-03-2014","2.7686"
"05-03-2014","2.7891"
"06-03-2014","2.8331"
"07-03-2014","2.8476"
"10-03-2014","2.8556"
"11-03-2014","2.8464"
"12-03-2014","2.8209"
"13-03-2014","2.7743"
"14-03-2014","2.7236"
"17-03-2014","2.7692"
"18-03-2014","2.7453"
"19-03-2014","2.7659"
"20-03-2014","2.8358"
"21-03-2014","2.7852"
"24-03-2014","2.7415"
"25-03-2014","2.7565"
"26-03-2014","2.7474"
"27-03-2014","2.7398"
"28-03-2014","2.7682"
"31-03-2014","2.7899"
"01-04-2014","2.7993"
"02-04-2014","2.8137"
"03-04-2014","2.794"
"04-04-2014","2.7703"
"07-04-2014","2.7261"
"08-04-2014","2.7337"
"09-04-2014","2.7873"
"10-04-2014","2.7017"
"11-04-2014","2.6815"
"14-04-2014","2.7298"
"15-04-2014","2.6837"
"16-04-2014","2.6848"
"17-04-2014","2.7103"
"22-04-2014","2.773"
"23-04-2014","2.7444"
"24-04-2014","2.7428"
"25-04-2014","2.72"
"28-04-2014","2.723"
"29-04-2014","2.7491"
"30-04-2014","2.7658"
"01-05-2014","2.7334"
"02-05-2014","2.6985"
"06-05-2014","2.7368"
"07-05-2014","2.7465"
"08-05-2014","2.7297"
"09-05-2014","2.7654"
"12-05-2014","2.8274"
"13-05-2014","2.7438"
"14-05-2014","2.6682"
"15-05-2014","2.6014"
"16-05-2014","2.6357"
"19-05-2014","2.6585"
"20-05-2014","2.6981"
"21-05-2014","2.7121"
"22-05-2014","2.7202"
"23-05-2014","2.7044"
"27-05-2014","2.7077"
"28-05-2014","2.6293"
"29-05-2014","2.6112"
"30-05-2014","2.6507"
"02-06-2014","2.6929"
"03-06-2014","2.7186"
"04-06-2014","2.7807"
"05-06-2014","2.7706"
"06-06-2014","2.7486"
"09-06-2014","2.7661"
"10-06-2014","2.795"
"11-06-2014","2.7807"
"12-06-2014","2.7858"
"13-06-2014","2.8397"
"16-06-2014","2.829"
"17-06-2014","2.853"
"18-06-2014","2.8099"
"19-06-2014","2.818"
"20-06-2014","2.8521"
"23-06-2014","2.8211"
"24-06-2014","2.8256"
"25-06-2014","2.7455"
"26-06-2014","2.7349"
"27-06-2014","2.7337"
"30-06-2014","2.7673"
"01-07-2014","2.8008"
"02-07-2014","2.8435"
"03-07-2014","2.8466"
"04-07-2014","2.8537"
"07-07-2014","2.8328"
"08-07-2014","2.7618"
"09-07-2014","2.7674"
"10-07-2014","2.7328"
"11-07-2014","2.7129"
"14-07-2014","2.7131"
"15-07-2014","2.7546"
"16-07-2014","2.7564"
"17-07-2014","2.6941"
"18-07-2014","2.6797"
"21-07-2014","2.6659"
"22-07-2014","2.6878"
"23-07-2014","2.6589"
"24-07-2014","2.7051"
"25-07-2014","2.6726"
"28-07-2014","2.6832"
"29-07-2014","2.6483"
"30-07-2014","2.6981"
"31-07-2014","2.7179"
"01-08-2014","2.6623"
"04-08-2014","2.6434"
"05-08-2014","2.6823"
"06-08-2014","2.6234"
"07-08-2014","2.6011"
"08-08-2014","2.5631"
"11-08-2014","2.6043"
"12-08-2014","2.5999"
"13-08-2014","2.55"
"14-08-2014","2.539"
"15-08-2014","2.4687"
"18-08-2014","2.5376"
"19-08-2014","2.5004"
"20-08-2014","2.5202"
"21-08-2014","2.509"
"22-08-2014","2.5175"
"26-08-2014","2.4474"
"27-08-2014","2.3737"
